title,url,year,authors,venue,type,access,key,ee
Análisis de Smart Contracts en Ethereum e identidad soberana.,https://dblp.org/rec/phd/es/Alvarez20a,2020,[],,Books and Theses,closed,phd/es/Alvarez20a,https://oa.upm.es/64123/
A Language-Based Approach to Smart Contract Engineering.,https://dblp.org/rec/phd/us/Kolb20,2020,[],,Books and Theses,closed,phd/us/Kolb20,https://www.escholarship.org/uc/item/9p84p65j
GasFuzzer: Fuzzing Ethereum Smart Contract Binaries to Expose Gas-Oriented Exception Security Vulnerabilities.,https://dblp.org/rec/journals/access/AshrafMJC20,2020,"['Imran Ashraf', 'Xiaoxue Ma', 'Bo Jiang 0001', 'Wing Kwong Chan']",IEEE Access,Journal Articles,open,journals/access/AshrafMJC20,https://doi.org/10.1109/ACCESS.2020.2995183
CVT: A Crowdsourcing Video Transcoding Scheme Based on Blockchain Smart Contracts.,https://dblp.org/rec/journals/access/ChenYXRRX20,2020,"['Yuling Chen', 'Hongyan Yin', 'Yuexin Xiang', 'Wei Ren 0002', 'Yi Ren 0001', 'Neal Naixue Xiong']",IEEE Access,Journal Articles,open,journals/access/ChenYXRRX20,https://doi.org/10.1109/ACCESS.2020.3043042
Monetization of Services Provided by Public Fog Nodes Using Blockchain and Smart Contracts.,https://dblp.org/rec/journals/access/DebeSRS20,2020,"['Mazin Debe', 'Khaled Salah 0001', 'Muhammad Habib Ur Rehman', 'Davor Svetinovic']",IEEE Access,Journal Articles,open,journals/access/DebeSRS20,https://doi.org/10.1109/ACCESS.2020.2968573
Function-Level Dynamic Monitoring and Analysis System for Smart Contract.,https://dblp.org/rec/journals/access/DingWZLTL20,2020,"['Yi Ding 0009', 'Chenshuo Wang', 'Qionghui Zhong', 'Haisheng Li 0002', 'Jinjing Tan', 'Jie Li 0051']",IEEE Access,Journal Articles,open,journals/access/DingWZLTL20,https://doi.org/10.1109/ACCESS.2020.3046005
Optimal Dispatching of Electric Vehicles Based on Smart Contract and Internet of Things.,https://dblp.org/rec/journals/access/DuanXZ20,2020,"['Bin Duan', 'Kaihua Xin', 'Ying Zhong']",IEEE Access,Journal Articles,open,journals/access/DuanXZ20,https://doi.org/10.1109/ACCESS.2019.2961394
"Smart Contract Privacy Protection Using AI in Cyber-Physical Systems: Tools, Techniques and Challenges.",https://dblp.org/rec/journals/access/GuptaTAINK20,2020,"['Rajesh Gupta 0007', 'Sudeep Tanwar', 'Fadi Al-Turjman 0001', 'Prit Italiya', 'Ali Nauman', 'Sung Won Kim']",IEEE Access,Journal Articles,open,journals/access/GuptaTAINK20,https://doi.org/10.1109/ACCESS.2020.2970576
Using Fault Injection to Assess Blockchain Systems in Presence of Faulty Smart Contracts.,https://dblp.org/rec/journals/access/HajduIKKGLMP20,2020,"['Ákos Hajdu', 'Naghmeh Ramezani Ivaki', 'Imre Kocsis', 'Attila Klenik', 'László Gönczy', 'Nuno Laranjeiro', 'Henrique Madeira', 'András Pataricza']",IEEE Access,Journal Articles,open,journals/access/HajduIKKGLMP20,https://doi.org/10.1109/ACCESS.2020.3032239
Contract-Theoretic Demand Response Management in Smart Grid Systems.,https://dblp.org/rec/journals/access/IrtijaST20,2020,"['Nafis Irtija', 'Fisayo Sangoleye', 'Eirini-Eleni Tsiropoulou']",IEEE Access,Journal Articles,open,journals/access/IrtijaST20,https://doi.org/10.1109/ACCESS.2020.3030195
Recent Advances in Smart Contracts: A Technical Overview and State of the Art.,https://dblp.org/rec/journals/access/KemmoeSKKS20,2020,"['Victor Youdom Kemmoe', 'William Stone', 'Jeehyeong Kim', 'Daeyoung Kim', 'Junggab Son']",IEEE Access,Journal Articles,open,journals/access/KemmoeSKKS20,https://doi.org/10.1109/ACCESS.2020.3005020
Automated Generation of Test Cases for Smart Contract Security Analyzers.,https://dblp.org/rec/journals/access/KimL20h,2020,"['Ki Byung Kim', 'JongHyup Lee']",IEEE Access,Journal Articles,open,journals/access/KimL20h,https://doi.org/10.1109/ACCESS.2020.3039990
Smart Contract-Based Long-Term Auction for Mobile Blockchain Computation Offloading.,https://dblp.org/rec/journals/access/LiuWCWL20,2020,"['Tonglai Liu', 'Jigang Wu', 'Long Chen 0006', 'Yalan Wu', 'Yinan Li']",IEEE Access,Journal Articles,open,journals/access/LiuWCWL20,https://doi.org/10.1109/ACCESS.2020.2974750
Enhancing Vendor Managed Inventory Supply Chain Operations Using Blockchain Smart Contracts.,https://dblp.org/rec/journals/access/OmarJSDO20,2020,"['Ilhaam A. Omar', 'Raja Jayaraman', 'Khaled Salah 0001', 'Mazin Debe', 'Mohammed A. Omar']",IEEE Access,Journal Articles,open,journals/access/OmarJSDO20,https://doi.org/10.1109/ACCESS.2020.3028031
Two Novel Blockchain-Based Market Settlement Mechanisms Embedded Into Smart Contracts for Securely Trading Renewable Energy.,https://dblp.org/rec/journals/access/OpreaBA20,2020,"['Simona Vasilica Oprea', 'Adela Bâra', 'Anca Ioana Andreescu']",IEEE Access,Journal Articles,open,journals/access/OpreaBA20,https://doi.org/10.1109/ACCESS.2020.3040764
Monitoring File Integrity Using Blockchain and Smart Contracts.,https://dblp.org/rec/journals/access/PinheiroCJA20,2020,"['Alexandre Pinheiro', 'Edna Dias Canedo', 'Rafael Timóteo de Sousa Júnior', 'Robson de Oliveira Albuquerque']",IEEE Access,Journal Articles,open,journals/access/PinheiroCJA20,https://doi.org/10.1109/ACCESS.2020.3035271
Secure Modular Smart Contract Platform for Multi-Tenant 5G Applications.,https://dblp.org/rec/journals/access/PustisekTK20,2020,"['Matevz Pustisek', 'Jan Turk', 'Andrej Kos']",IEEE Access,Journal Articles,open,journals/access/PustisekTK20,https://doi.org/10.1109/ACCESS.2020.3013402
Towards Automated Reentrancy Detection for Smart Contracts Based on Sequential Models.,https://dblp.org/rec/journals/access/QianLHZW20,2020,"['Peng Qian', 'Zhenguang Liu', 'Qinming He', 'Roger Zimmermann', 'Xun Wang 0007']",IEEE Access,Journal Articles,open,journals/access/QianLHZW20,https://doi.org/10.1109/ACCESS.2020.2969429
Model-Based Software Design and Testing in Blockchain Smart Contracts: A Systematic Literature Review.,https://dblp.org/rec/journals/access/Sanchez-GomezVG20,2020,"['Nicolás Sánchez-Gómez', 'Jesús Torres Valderrama', 'J. A. García-García', 'Javier J. Gutiérrez 0001', 'María José Escalona Cuaresma']",IEEE Access,Journal Articles,open,journals/access/Sanchez-GomezVG20,https://doi.org/10.1109/ACCESS.2020.3021502
Smart Contract: Attacks and Protections.,https://dblp.org/rec/journals/access/SayeedMC20,2020,"['Sarwar Sayeed', 'Hector Marco-Gisbert', 'Tom Caira']",IEEE Access,Journal Articles,open,journals/access/SayeedMC20,https://doi.org/10.1109/ACCESS.2020.2970495
Peer-to-Peer Energy Trading in Virtual Power Plant Based on Blockchain Smart Contracts.,https://dblp.org/rec/journals/access/SevenYSOM20,2020,"['Serkan Seven', 'Gang Yao', 'Ahmet Soran', 'Ahmet Onen', 'S. M. Muyeen']",IEEE Access,Journal Articles,open,journals/access/SevenYSOM20,https://doi.org/10.1109/ACCESS.2020.3026180
Smart Contract-Based Trusted Content Retrieval Mechanism for NDN.,https://dblp.org/rec/journals/access/SongCLLS20,2020,"['Tingting Song', 'Bo Cui', 'Ru Li 0004', 'Jing Liu 0003', 'Jinshan Shi']",IEEE Access,Journal Articles,open,journals/access/SongCLLS20,https://doi.org/10.1109/ACCESS.2020.2992115
Smart Contract Classification With a Bi-LSTM Based Approach.,https://dblp.org/rec/journals/access/TianWZGSL20,2020,"['Gang Tian', 'Qibo Wang', 'Yi Zhao', 'Lantian Guo', 'Zhonglin Sun', 'Liangyu Lv']",IEEE Access,Journal Articles,open,journals/access/TianWZGSL20,https://doi.org/10.1109/ACCESS.2020.2977362
Blockchain-Based Energy Trading and Load Balancing Using Contract Theory and Reputation in a Smart Community.,https://dblp.org/rec/journals/access/YahayaJJSKA20,2020,"['Adamu Sani Yahaya', 'Nadeem Javaid', 'Muhammad Umar Javed', 'Muhammad Shafiq 0002', 'Wazir Zada Khan', 'Mohammed Y. Aalsalem']",IEEE Access,Journal Articles,open,journals/access/YahayaJJSKA20,https://doi.org/10.1109/ACCESS.2020.3041931
A Hybrid Formal Verification System in Coq for Ensuring the Reliability and Security of Ethereum-Based Service Smart Contracts.,https://dblp.org/rec/journals/access/YangLQ20,2020,"['Zheng Yang 0007', 'Hang Lei', 'Weizhong Qian']",IEEE Access,Journal Articles,open,journals/access/YangLQ20,https://doi.org/10.1109/ACCESS.2020.2969437
Food Quality Monitoring System Based on Smart Contracts and Evaluation Models.,https://dblp.org/rec/journals/access/YuZLZW20,2020,"['Bin Yu 0008', 'Ping Zhan', 'Ming Lei 0003', 'Fang Zhou', 'Peng Wang 0063']",IEEE Access,Journal Articles,open,journals/access/YuZLZW20,https://doi.org/10.1109/ACCESS.2020.2966020
SHealth: A Blockchain-Based Health System With Smart Contracts Capabilities.,https://dblp.org/rec/journals/access/ZghaibehFHB20,2020,"['Manaf Zghaibeh', 'Umer Farooq 0001', 'Najam Ul Hasan', 'Imran Baig']",IEEE Access,Journal Articles,open,journals/access/ZghaibehFHB20,https://doi.org/10.1109/ACCESS.2020.2986789
Smart Contract-Based Spectrum Sharing Transactions for Multi-Operators Wireless Communication Networks.,https://dblp.org/rec/journals/access/ZhengHJG20,2020,"['Shuang Zheng', 'Tao Han 0001', 'Yuna Jiang', 'Xiaohu Ge']",IEEE Access,Journal Articles,open,journals/access/ZhengHJG20,https://doi.org/10.1109/ACCESS.2020.2992385
MadMax: analyzing the out-of-gas world of smart contracts.,https://dblp.org/rec/journals/cacm/GrechKJBSS20,2020,"['Neville Grech', 'Michael Kong', 'Anton Jurisevic', 'Lexi Brent', 'Bernhard Scholz', 'Yannis Smaragdakis']",Commun. ACM,Journal Articles,closed,journals/cacm/GrechKJBSS20,https://doi.org/10.1145/3416262
Technical perspective: Analyzing smart contracts with MadMax.,https://dblp.org/rec/journals/cacm/Livshits20,2020,[],Commun. ACM,Journal Articles,closed,journals/cacm/Livshits20,https://doi.org/10.1145/3416259
A Smart Contract-based agent marketplace for the J-Park Simulator - a knowledge graph for the process industry.,https://dblp.org/rec/journals/cce/ZhouLK20,2020,"['Xiaochi Zhou', 'Mei Qi Lim', 'Markus Kraft']",Comput. Chem. Eng.,Journal Articles,closed,journals/cce/ZhouLK20,https://doi.org/10.1016/j.compchemeng.2020.106896
An incentive mechanism for data sharing based on blockchain with smart contracts.,https://dblp.org/rec/journals/cee/XuanZCWMDYG20,2020,"['Shichang Xuan', 'Li Zheng', 'Ilyong Chung', 'Wei Wang 0076', 'Dapeng Man', 'Xiaojiang Du', 'Wu Yang 0001', 'Mohsen Guizani']",Comput. Electr. Eng.,Journal Articles,open,journals/cee/XuanZCWMDYG20,https://doi.org/10.1016/j.compeleceng.2020.106587
Replacing email protocols with blockchain-based smart contracts.,https://dblp.org/rec/journals/cluster/GonzalezGNGC20,2020,"['José Chamadoira González', 'Vicente García-Díaz', 'Edward Rolando Núñez-Valdéz', 'Alberto Gómez Gómez', 'Rubén González Crespo']",Clust. Comput.,Journal Articles,closed,journals/cluster/GonzalezGNGC20,https://doi.org/10.1007/s10586-020-03128-9
HRM smart contracts on the blockchain: emulated vs native.,https://dblp.org/rec/journals/cluster/NeiheiserIRF20,2020,"['Ray Neiheiser', 'Gustavo Inácio', 'Luciana Rech', 'Joni da Silva Fraga']",Clust. Comput.,Journal Articles,closed,journals/cluster/NeiheiserIRF20,https://doi.org/10.1007/s10586-020-03063-9
Fair payments for verifiable cloud services using smart contracts.,https://dblp.org/rec/journals/compsec/DorsalaSC20,2020,"['Mallikarjun Reddy Dorsala', 'V. N. Sastry', 'Sudhakar Chapram']",Comput. Secur.,Journal Articles,closed,journals/compsec/DorsalaSC20,https://doi.org/10.1016/j.cose.2019.101712
Efficient privacy-preserving authentication protocol using PUFs with blockchain smart contracts.,https://dblp.org/rec/journals/compsec/PatilHHJYL20,2020,"['Akash Suresh Patil', 'Rafik Hamza', 'Alzubair Hassan', 'Nan Jiang 0013', 'Hongyang Yan', 'Jin Li 0002']",Comput. Secur.,Journal Articles,closed,journals/compsec/PatilHHJYL20,https://doi.org/10.1016/j.cose.2020.101958
Blockchain smart contracts formalization: Approaches and challenges to address vulnerabilities.,https://dblp.org/rec/journals/compsec/SinghPZCD20,2020,"['Amritraj Singh', 'Reza M. Parizi', 'Qi Zhang 0009', 'Kim-Kwang Raymond Choo', 'Ali Dehghantanha']",Comput. Secur.,Journal Articles,closed,journals/compsec/SinghPZCD20,https://doi.org/10.1016/j.cose.2019.101654
Data resource protection based on smart contract.,https://dblp.org/rec/journals/compsec/XiongX20,2020,"['Wei Xiong', 'Li Xiong 0002']",Comput. Secur.,Journal Articles,closed,journals/compsec/XiongX20,https://doi.org/10.1016/j.cose.2020.102004
Adding concurrency to smart contracts.,https://dblp.org/rec/journals/dc/DickersonGHK20,2020,"['Thomas D. Dickerson', 'Paul Gazzillo', 'Maurice Herlihy', 'Eric Koskinen']",Distributed Comput.,Journal Articles,closed,journals/dc/DickersonGHK20,https://doi.org/10.1007/s00446-019-00357-z
Smart contracts applied to a functional architecture for storage and maintenance of digital chain of custody using blockchain.,https://dblp.org/rec/journals/di/PetroniGIRM20,2020,"['Benedito Cristiano Aparecido Petroni', 'Rodrigo Franco Gonçalves', 'Paulo Sérgio de Arruda Ignácio', 'Jacqueline Zonichenn Reis', 'Geraldo Jose Dolce Uzum Martins']",Digit. Investig.,Journal Articles,closed,journals/di/PetroniGIRM20,https://doi.org/10.1016/j.fsidi.2020.300985
An Analysis of Smart Contracts Security Threats Alongside Existing Solutions.,https://dblp.org/rec/journals/entropy/VivarCOG20,2020,"['Antonio Lopez Vivar', 'Alberto Turégano Castedo', 'Ana Lucila Sandoval Orozco', 'Luis Javier García-Villalba']",Entropy,Journal Articles,open,journals/entropy/VivarCOG20,https://doi.org/10.3390/e22020203
An exploratory study of smart contracts in the Ethereum blockchain platform.,https://dblp.org/rec/journals/ese/OlivaHJ20,2020,"['Gustavo Ansaldi Oliva', 'Ahmed E. Hassan', 'Zhen Ming (Jack) Jiang']",Empir. Softw. Eng.,Journal Articles,closed,journals/ese/OlivaHJ20,https://doi.org/10.1007/s10664-019-09796-5
Formal Analysis of Smart Contract Based on Colored Petri Nets.,https://dblp.org/rec/journals/expert/DuoHM20,2020,"['Wang Duo', 'Xin Huang 0005', 'Xiaofeng Ma']",IEEE Intell. Syst.,Journal Articles,closed,journals/expert/DuoHM20,https://doi.org/10.1109/MIS.2020.2977594
Intelligent Smart Contracts for Innovative Supply Chain Management.,https://dblp.org/rec/journals/fbloc/BottoniGMPSA20,2020,"['Paolo Bottoni', 'Nicola Gessa', 'Gilda Massa', 'Remo Pareschi', 'Hesham Selim', 'Enrico Arcuri']",Frontiers Blockchain,Journal Articles,open,journals/fbloc/BottoniGMPSA20,https://doi.org/10.3389/fbloc.2020.535787
"Dredas: Decentralized, reliable and efficient remote outsourced data auditing scheme with blockchain smart contract for industrial IoT.",https://dblp.org/rec/journals/fgcs/FanBLVS20,2020,"['Kuan Fan', 'Zijian Bao', 'Mingxi Liu', 'Athanasios V. Vasilakos', 'Wenbo Shi']",Future Gener. Comput. Syst.,Journal Articles,closed,journals/fgcs/FanBLVS20,https://doi.org/10.1016/j.future.2019.10.014
Experimenting with smart contracts for access control and delegation in IoT.,https://dblp.org/rec/journals/fgcs/TapasLMP20,2020,"['Nachiket Tapas', 'Francesco Longo 0001', 'Giovanni Merlino', 'Antonio Puliafito']",Future Gener. Comput. Syst.,Journal Articles,closed,journals/fgcs/TapasLMP20,https://doi.org/10.1016/j.future.2020.04.020
"An overview on smart contracts: Challenges, advances and platforms.",https://dblp.org/rec/journals/fgcs/ZhengXDCCWI20,2020,"['Zibin Zheng', 'Shaoan Xie', 'Hong-Ning Dai', 'Weili Chen', 'Xiangping Chen', 'Jian Weng 0001', 'Muhammad Imran 0001']",Future Gener. Comput. Syst.,Journal Articles,closed,journals/fgcs/ZhengXDCCWI20,https://doi.org/10.1016/j.future.2019.12.019
Know Your Customer (KYC) Implementation with Smart Contracts on a Privacy-Oriented Decentralized Architecture.,https://dblp.org/rec/journals/fi/KapsoulisPPMLV20,2020,"['Nikolaos Kapsoulis', 'Alexandros Psychas', 'Georgios Palaiokrassas', 'Achilleas Marinakis', 'Antonios Litke', 'Theodora A. Varvarigou']",Future Internet,Journal Articles,open,journals/fi/KapsoulisPPMLV20,https://doi.org/10.3390/fi12020041
Consortium Blockchain Smart Contracts for Musical Rights Governance in a Collective Management Organizations (CMOs) Use Case.,https://dblp.org/rec/journals/fi/KapsoulisPPMLVB20,2020,"['Nikolaos Kapsoulis', 'Alexandros Psychas', 'Georgios Palaiokrassas', 'Achilleas Marinakis', 'Antonios Litke', 'Theodora A. Varvarigou', 'Charalampos Bouchlis', 'Amaryllis Raouzaiou', 'Gonçal Calvo', 'Jordi Escudero Subirana']",Future Internet,Journal Articles,open,journals/fi/KapsoulisPPMLVB20,https://doi.org/10.3390/fi12080134
An Organized Repository of Ethereum Smart Contracts&apos; Source Codes and Metrics.,https://dblp.org/rec/journals/fi/PierroTM20,2020,"['Giuseppe Antonio Pierro', 'Roberto Tonelli', 'Michele Marchesi']",Future Internet,Journal Articles,open,journals/fi/PierroTM20,https://doi.org/10.3390/fi12110197
Smart Contracts for Service-Level Agreements in Edge-to-Cloud Computing.,https://dblp.org/rec/journals/grid/KochovskiSGFSSK20,2020,"['Petar Kochovski', 'Vlado Stankovski', 'Sandi Gec', 'Francescomaria Faticanti', 'Marco Savi', 'Domenico Siracusa', 'Seung Woo Kum']",J. Grid Comput.,Journal Articles,closed,journals/grid/KochovskiSGFSSK20,https://doi.org/10.1007/s10723-020-09534-y
Policy specification and verification for blockchain and smart contracts in 5G networks.,https://dblp.org/rec/journals/ict-express/UnalHK20,2020,"['Devrim Unal', 'Mohammad Hammoudeh', 'Mehmet Sabir Kiraz']",ICT Express,Journal Articles,open,journals/ict-express/UnalHK20,https://doi.org/10.1016/j.icte.2019.07.002
Securing parked vehicle assisted fog computing with blockchain and optimal smart contract design.,https://dblp.org/rec/journals/ieeejas/HuangYYS20,2020,"['Xumin Huang', 'Dongdong Ye', 'Rong Yu', 'Lei Shu 0001']",IEEE CAA J. Autom. Sinica,Journal Articles,closed,journals/ieeejas/HuangYYS20,https://doi.org/10.1109/jas.2020.1003039
"The Ekiden Platform for Confidentiality-Preserving, Trustworthy, and Performant Smart Contracts.",https://dblp.org/rec/journals/ieeesp/ZhangHCKHJJMS20,2020,"['Fan Zhang 0022', 'Warren He', 'Raymond Cheng 0001', 'Jernej Kos', 'Nicholas Hynes 0001', 'Noah M. Johnson', 'Ari Juels', 'Andrew Miller 0001', 'Dawn Song']",IEEE Secur. Priv.,Journal Articles,closed,journals/ieeesp/ZhangHCKHJJMS20,https://doi.org/10.1109/MSEC.2020.2976984
A blockchain-based smart contracts platform to competency assessment and validation.,https://dblp.org/rec/journals/ijhis/RezguiM20,2020,"['Kalthoum Rezgui', 'Hédia Mhiri']",Int. J. Hybrid Intell. Syst.,Journal Articles,closed,journals/ijhis/RezguiM20,https://doi.org/10.3233/HIS-190274
Smart Contracts with Blockchain in the Public Sector.,https://dblp.org/rec/journals/ijimai/CasallasLM20,2020,"['Jenny Alexandra Triana Casallas', 'Juan Manuel Cueva Lovelle', 'José Ignacio Rodríguez Molano']",Int. J. Interact. Multim. Artif. Intell.,Journal Articles,open,journals/ijimai/CasallasLM20,https://doi.org/10.9781/ijimai.2020.07.005
The hybrid smart contract agreement challenge to European electronic signature regulation.,https://dblp.org/rec/journals/ijlit/VeerpaluJSN20,2020,"['Anne Veerpalu', 'Liisi Jürgen', 'Eduardo da Cruz Rodrigues e Silva', 'Alex Norta']",Int. J. Law Inf. Technol.,Journal Articles,closed,journals/ijlit/VeerpaluJSN20,https://doi.org/10.1093/ijlit/eaaa005
Blockchain-oriented dynamic modelling of smart contract design and execution in the supply chain.,https://dblp.org/rec/journals/ijpr/DolguiIPSIW20,2020,"['Alexandre Dolgui', 'Dmitry A. Ivanov', 'Semyon A. Potryasaev', 'Boris V. Sokolov', 'Marina Ivanova', 'Frank Werner 0001']",Int. J. Prod. Res.,Journal Articles,closed,journals/ijpr/DolguiIPSIW20,https://doi.org/10.1080/00207543.2019.1627439
Value-based contract for smart operation and maintenance service based on equitable entropy.,https://dblp.org/rec/journals/ijpr/HuangCSZY20,2020,"['Fang Huang', 'Juhong Chen', 'Linhui Sun', 'Yaqi Zhang', 'Shujun Yao']",Int. J. Prod. Res.,Journal Articles,closed,journals/ijpr/HuangCSZY20,https://doi.org/10.1080/00207543.2019.1617450
